Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,lane,games,rank,wrdiff,PBIno
Aurelion Sol,52.3,2.81,52.83,2.38,0.81,-1.0,middle lane,7181.0,MASTER,-0.5300000000000011,-1.8867924528301847
Zyra,51.66,3.44,52.83,1.94,2.03,-2.0,support lane,5859.0,MASTER,-1.1700000000000017,-1.7094017094017069
Warwick,54.78,3.49,52.83,1.54,0.7,3.0,jungle lane,4642.0,MASTER,1.9500000000000028,1.5384615384615363
Taric,54.95,2.85,52.83,1.16,0.14,2.0,support lane,3518.0,MASTER,2.1200000000000045,0.9433962264150924
Aphelios,51.53,2.94,52.83,4.97,2.08,-7.0,bottom lane,15021.0,MASTER,-1.2999999999999972,-5.384615384615397
Tristana,53.28,2.66,52.83,3.46,0.98,2.0,bottom lane,10458.0,MASTER,0.45000000000000284,4.444444444444416
Rumble,52.41,2.09,52.83,3.53,2.9,-2.0,top lane,10657.0,MASTER,-0.4200000000000017,-4.761904761904742
Sivir,52.21,3.25,52.83,4.03,2.7,-3.0,bottom lane,12185.0,MASTER,-0.6199999999999974,-4.8387096774193745
Cassiopeia,53.08,1.56,52.83,1.55,1.67,0.0,middle lane,4674.0,MASTER,0.25,0.0
Jayce,50.72,1.12,52.83,6.63,9.45,-15.0,top lane,20032.0,MASTER,-2.1099999999999994,-7.109004739336495
Lillia,54.2,2.98,52.83,2.97,1.68,4.0,jungle lane,8984.0,MASTER,1.3700000000000045,2.9197080291970705
Renata Glasc,54.1,4.72,52.83,0.93,0.12,1.0,support lane,2819.0,MASTER,1.2700000000000031,0.7874015748031477
Malphite,53.61,3.08,52.83,6.12,17.03,6.0,top lane,18487.0,MASTER,0.7800000000000011,7.692307692307681
Briar,53.86,4.1,52.83,2.93,4.1,3.0,jungle lane,8849.0,MASTER,1.0300000000000011,2.912621359223298
Xayah,53.75,3.1,52.83,3.08,0.63,3.0,bottom lane,9296.0,MASTER,0.9200000000000017,3.2608695652173854
Aurora,51.72,1.93,52.83,4.71,2.98,-5.0,middle lane,14220.0,MASTER,-1.1099999999999994,-4.5045045045045065
Diana,52.56,3.19,52.83,2.85,3.06,-1.0,jungle lane,8624.0,MASTER,-0.269999999999996,-3.7037037037037583
Varus,51.29,2.16,52.83,4.66,4.9,-8.0,bottom lane,14073.0,MASTER,-1.5399999999999991,-5.194805194805197
Elise,52.6,2.45,52.83,2.68,3.12,-1.0,jungle lane,8099.0,MASTER,-0.22999999999999687,-4.347826086956581
Kai'Sa,50.07,2.52,52.83,14.86,2.43,-42.0,bottom lane,44897.0,MASTER,-2.759999999999998,-15.217391304347837
Kled,54.47,3.16,52.83,1.7,0.63,3.0,top lane,5146.0,MASTER,1.6400000000000006,1.8292682926829262
Annie,53.68,2.05,52.83,3.15,0.72,3.0,middle lane,9512.0,MASTER,0.8500000000000014,3.5294117647058765
Teemo,54.61,3.58,52.83,2.92,2.42,5.0,top lane,8815.0,MASTER,1.7800000000000011,2.8089887640449422
Ziggs,53.85,1.66,52.83,1.81,0.37,2.0,bottom lane,5474.0,MASTER,1.0200000000000031,1.9607843137254841
Zac,53.51,3.68,52.83,2.14,1.38,1.0,jungle lane,6475.0,MASTER,0.6799999999999997,1.4705882352941182
Maokai,52.91,2.59,52.83,1.51,0.11,0.0,support lane,4574.0,MASTER,0.0799999999999983,0.0
Ambessa,49.44,2.48,52.83,4.74,19.2,-20.0,jungle lane,14325.0,MASTER,-3.3900000000000006,-5.899705014749261
Fizz,53.45,3.56,52.83,3.1,2.72,2.0,middle lane,9355.0,MASTER,0.6200000000000045,3.2258064516128795
Nilah,53.61,3.13,52.83,1.13,2.43,1.0,bottom lane,3417.0,MASTER,0.7800000000000011,1.2820512820512802
Evelynn,53.7,3.13,52.83,2.23,2.39,2.0,jungle lane,6749.0,MASTER,0.8700000000000045,2.2988505747126315
Zeri,50.31,2.13,52.83,3.06,0.34,-8.0,bottom lane,9233.0,MASTER,-2.519999999999996,-3.1746031746031798
Vex,54.76,3.92,52.83,2.33,2.44,5.0,middle lane,7047.0,MASTER,1.9299999999999997,2.590673575129534
Morgana,51.79,3.3,52.83,2.29,7.78,-3.0,support lane,6928.0,MASTER,-1.0399999999999991,-2.884615384615387
Kennen,52.74,2.75,52.83,2.4,2.44,0.0,top lane,7251.0,MASTER,-0.0899999999999963,0.0
Kalista,51.56,1.87,52.83,1.66,0.33,-2.0,bottom lane,5031.0,MASTER,-1.269999999999996,-1.5748031496063042
Tahm Kench,52.36,2.97,52.83,1.37,0.79,-1.0,support lane,4129.0,MASTER,-0.46999999999999886,-2.1276595744680904
Urgot,54.27,3.39,52.83,2.75,0.65,4.0,top lane,8300.0,MASTER,1.4400000000000048,2.7777777777777684
Ornn,53.81,3.84,52.83,5.4,0.63,5.0,top lane,16316.0,MASTER,0.980000000000004,5.10204081632651
Kassadin,51.74,3.33,52.83,3.0,4.59,-3.0,middle lane,9053.0,MASTER,-1.0899999999999963,-2.7522935779816606
Mordekaiser,53.04,3.98,52.83,3.62,3.43,1.0,top lane,10953.0,MASTER,0.21000000000000085,4.761904761904742
Veigar,53.47,4.14,52.83,2.35,0.57,2.0,middle lane,7111.0,MASTER,0.6400000000000006,3.1249999999999973
Dr. Mundo,52.33,3.31,52.83,3.01,2.92,-2.0,top lane,9081.0,MASTER,-0.5,-4.0
Cho'Gath,54.83,3.93,52.83,2.11,0.42,4.0,top lane,6372.0,MASTER,2.0,2.0
Zaahen,52.82,3.68,52.83,2.52,2.25,0.0,top lane,7601.0,MASTER,-0.00999999999999801,0.0
Rammus,53.44,3.79,52.83,0.99,1.65,1.0,jungle lane,2994.0,MASTER,0.6099999999999994,1.6393442622950836
K'Sante,50.68,1.84,52.83,5.19,2.65,-11.0,top lane,15694.0,MASTER,-2.1499999999999986,-5.116279069767446
Hwei,51.85,2.95,52.83,4.08,1.68,-4.0,middle lane,12321.0,MASTER,-0.9799999999999969,-4.081632653061238
Sion,51.62,2.87,52.83,5.28,1.17,-6.0,top lane,15942.0,MASTER,-1.2100000000000009,-4.95867768595041
Vi,51.53,2.81,52.83,4.03,1.1,-5.0,jungle lane,12188.0,MASTER,-1.2999999999999972,-3.8461538461538547
Wukong,52.24,4.18,52.83,1.8,0.45,-1.0,jungle lane,5431.0,MASTER,-0.5899999999999963,-1.6949152542372987
Galio,50.87,2.24,52.83,3.26,1.48,-6.0,middle lane,9846.0,MASTER,-1.9600000000000009,-3.061224489795917
Yuumi,47.53,2.72,52.83,3.98,7.76,-23.0,support lane,12023.0,MASTER,-5.299999999999997,-4.339622641509436
Quinn,53.95,2.38,52.83,0.92,0.59,1.0,top lane,2786.0,MASTER,1.1200000000000045,0.8928571428571392
Gragas,52.3,2.58,52.83,2.83,0.74,-2.0,top lane,8557.0,MASTER,-0.5300000000000011,-3.7735849056603694
Sejuani,50.89,3.57,52.83,1.14,0.1,-2.0,jungle lane,3441.0,MASTER,-1.9399999999999977,-1.0309278350515476
Sett,52.3,4.15,52.83,3.01,1.27,-2.0,top lane,9101.0,MASTER,-0.5300000000000011,-3.7735849056603694
Ryze,50.11,2.72,52.83,4.09,1.11,-11.0,middle lane,12350.0,MASTER,-2.719999999999999,-4.044117647058825
Nasus,51.9,3.58,52.83,2.14,2.51,-2.0,top lane,6464.0,MASTER,-0.9299999999999997,-2.150537634408603
Malzahar,51.98,4.26,52.83,5.32,5.25,-5.0,middle lane,16067.0,MASTER,-0.8500000000000014,-5.88235294117646
Amumu,48.7,2.89,52.83,0.86,0.46,-4.0,jungle lane,2610.0,MASTER,-4.1299999999999955,-0.9685230024213086
Renekton,51.31,2.87,52.83,5.86,5.32,-9.0,top lane,17722.0,MASTER,-1.519999999999996,-5.921052631578963
Heimerdinger,53.11,3.41,52.83,0.89,0.9,0.0,top lane,2700.0,MASTER,0.28000000000000114,0.0
Gnar,51.54,2.89,52.83,4.51,1.56,-6.0,top lane,13630.0,MASTER,-1.2899999999999991,-4.651162790697677
Volibear,52.31,3.94,52.83,2.21,1.25,-1.0,top lane,6680.0,MASTER,-0.519999999999996,-1.9230769230769378
Illaoi,52.54,3.59,52.83,1.56,1.85,0.0,top lane,4716.0,MASTER,-0.28999999999999915,0.0
Yorick,51.4,3.19,52.83,2.55,3.94,-4.0,top lane,7698.0,MASTER,-1.4299999999999997,-2.797202797202798
Trundle,52.82,2.72,52.83,0.7,0.21,0.0,top lane,2111.0,MASTER,-0.00999999999999801,0.0
Azir,48.2,3.02,52.83,2.06,0.34,-10.0,middle lane,6237.0,MASTER,-4.6299999999999955,-2.159827213822896
Mel,46.42,3.01,52.83,2.66,23.99,-22.0,middle lane,8039.0,MASTER,-6.409999999999997,-3.4321372854914216
Lee Sin,50.57,0.26,49.97,13.36,14.92,9.0,jungle lane,95858.0,DIAMOND,0.6000000000000014,14.999999999999964
Zed,52.05,-0.23,49.97,9.74,31.96,30.0,middle lane,69876.0,DIAMOND,2.0799999999999983,14.423076923076936
Thresh,51.09,0.0,49.97,12.62,7.51,15.0,support lane,90527.0,DIAMOND,1.1200000000000045,13.392857142857089
Seraphine,52.56,0.5,49.97,10.7,4.57,29.0,support lane,76756.0,DIAMOND,2.5900000000000034,11.196911196911183
Jinx,51.51,0.41,49.97,10.8,2.88,17.0,bottom lane,77463.0,DIAMOND,1.5399999999999991,11.038961038961045
Rek'Sai,52.48,-0.72,49.97,2.79,1.99,7.0,jungle lane,20039.0,DIAMOND,2.509999999999998,2.7888446215139466
Vladimir,51.5,-0.36,49.97,4.49,6.15,7.0,middle lane,32182.0,DIAMOND,1.5300000000000011,4.575163398692807
Nami,50.2,-0.81,49.97,15.77,3.76,4.0,support lane,113117.0,DIAMOND,0.23000000000000398,17.391304347825788
Smolder,53.87,0.03,49.97,20.08,19.36,97.0,bottom lane,144079.0,DIAMOND,3.8999999999999986,24.87179487179488
Naafiri,50.09,0.2,49.97,7.93,35.28,1.0,jungle lane,56913.0,DIAMOND,0.12000000000000455,8.333333333333018
Shaco,51.26,0.13,49.97,4.41,14.84,7.0,jungle lane,31624.0,DIAMOND,1.2899999999999991,5.42635658914729
Senna,51.41,-0.3,49.97,5.93,1.84,9.0,support lane,42519.0,DIAMOND,1.4399999999999977,6.25000000000001
Olaf,52.43,-0.08,49.97,2.68,2.8,7.0,top lane,19250.0,DIAMOND,2.460000000000001,2.8455284552845517
Master Yi,51.07,0.29,49.97,6.1,13.99,8.0,jungle lane,43779.0,DIAMOND,1.1000000000000014,7.272727272727264
Soraka,51.22,-0.46,49.97,5.56,2.57,7.0,support lane,39870.0,DIAMOND,1.25,5.6
Ashe,52.35,0.3,49.97,15.61,9.73,41.0,bottom lane,111997.0,DIAMOND,2.3800000000000026,17.226890756302502
Ahri,50.58,-0.13,49.97,10.96,4.66,7.0,middle lane,78618.0,DIAMOND,0.6099999999999994,11.475409836065584
Pyke,50.16,0.25,49.97,6.24,27.85,2.0,support lane,44769.0,DIAMOND,0.18999999999999773,10.52631578947381
Singed,52.17,-0.36,49.97,3.08,1.12,7.0,top lane,22114.0,DIAMOND,2.200000000000003,3.1818181818181777
Blitzcrank,51.0,0.35,49.97,4.99,11.13,6.0,support lane,35789.0,DIAMOND,1.0300000000000011,5.825242718446596
Xerath,52.28,0.34,49.97,6.06,7.3,15.0,middle lane,43460.0,DIAMOND,2.3100000000000023,6.493506493506487
Irelia,50.51,-0.12,49.97,4.39,15.1,3.0,top lane,31481.0,DIAMOND,0.5399999999999991,5.555555555555564
Katarina,50.48,-0.58,49.97,7.04,11.41,4.0,middle lane,50505.0,DIAMOND,0.509999999999998,7.8431372549019915
Bel'Veth,51.64,-0.85,49.97,2.07,3.87,4.0,jungle lane,14849.0,DIAMOND,1.6700000000000017,2.395209580838321
Rell,50.89,-0.64,49.97,3.39,0.98,3.0,support lane,24335.0,DIAMOND,0.9200000000000017,3.2608695652173854
Zilean,52.01,-0.36,49.97,3.12,1.56,6.0,support lane,22414.0,DIAMOND,2.039999999999999,2.9411764705882364
Riven,50.39,-0.28,49.97,3.55,3.12,2.0,top lane,25456.0,DIAMOND,0.4200000000000017,4.761904761904742
Kayn,50.72,0.14,49.97,6.49,3.61,5.0,jungle lane,46594.0,DIAMOND,0.75,6.666666666666667
Nocturne,51.61,0.38,49.97,7.37,12.72,14.0,jungle lane,52851.0,DIAMOND,1.6400000000000006,8.536585365853655
Lissandra,51.02,-0.19,49.97,5.08,2.98,5.0,middle lane,36462.0,DIAMOND,1.0500000000000043,4.761904761904742
Sona,50.71,-1.17,49.97,3.99,0.52,3.0,support lane,28654.0,DIAMOND,0.740000000000002,4.054054054054043
Samira,50.83,0.32,49.97,4.67,5.89,4.0,bottom lane,33507.0,DIAMOND,0.8599999999999994,4.651162790697677
Kayle,52.94,-0.03,49.97,2.93,3.74,9.0,top lane,20997.0,DIAMOND,2.969999999999999,3.0303030303030316
Shyvana,52.26,0.79,49.97,5.84,8.05,15.0,jungle lane,41925.0,DIAMOND,2.289999999999999,6.550218340611356
Milio,50.52,-0.13,49.97,7.76,5.33,5.0,support lane,55680.0,DIAMOND,0.5500000000000043,9.09090909090902
Anivia,50.69,-0.22,49.97,3.57,5.47,3.0,middle lane,25635.0,DIAMOND,0.7199999999999989,4.166666666666673
Gangplank,51.22,-0.02,49.97,4.99,4.89,7.0,top lane,35803.0,DIAMOND,1.25,5.6
Leona,51.6,0.47,49.97,5.89,5.15,10.0,support lane,42245.0,DIAMOND,1.6300000000000026,6.134969325153365
Talon,49.85,-1.08,49.97,5.77,10.1,-1.0,jungle lane,41398.0,DIAMOND,-0.11999999999999744,-8.333333333333512
Twisted Fate,51.45,0.48,49.97,4.8,1.07,7.0,middle lane,34411.0,DIAMOND,1.480000000000004,4.729729729729717
Warwick,52.5,1.32,49.97,2.29,1.4,6.0,jungle lane,16407.0,DIAMOND,2.530000000000001,2.3715415019762833
Janna,50.71,-0.91,49.97,4.32,1.01,3.0,support lane,30976.0,DIAMOND,0.740000000000002,4.054054054054043
Brand,50.95,0.81,49.97,4.2,7.49,4.0,support lane,30100.0,DIAMOND,0.980000000000004,4.081632653061208
Garen,50.99,0.29,49.97,7.09,6.61,8.0,top lane,50846.0,DIAMOND,1.0200000000000031,7.8431372549019365
Lucian,50.1,0.45,49.97,9.14,3.31,1.0,bottom lane,65562.0,DIAMOND,0.13000000000000256,7.692307692307541
Ivern,50.94,-0.77,49.97,1.3,0.47,1.0,jungle lane,9341.0,DIAMOND,0.9699999999999989,1.0309278350515476
Graves,49.87,0.1,49.97,12.06,19.14,-1.0,jungle lane,86509.0,DIAMOND,-0.10000000000000142,-9.999999999999858
Diana,51.45,0.58,49.97,3.16,4.02,5.0,middle lane,22655.0,DIAMOND,1.480000000000004,3.378378378378369
Yone,50.12,0.3,49.97,5.31,4.2,1.0,top lane,38070.0,DIAMOND,0.14999999999999858,6.66666666666673
Fiddlesticks,51.3,0.04,49.97,2.48,1.68,3.0,jungle lane,17796.0,DIAMOND,1.3299999999999983,2.2556390977443637
Shen,50.87,-0.38,49.97,4.1,1.47,4.0,top lane,29411.0,DIAMOND,0.8999999999999986,4.444444444444452
Aurelion Sol,50.44,0.42,49.97,2.48,0.91,1.0,middle lane,17794.0,DIAMOND,0.46999999999999886,2.1276595744680904
Kindred,50.1,-0.48,49.97,2.45,1.95,0.0,jungle lane,17572.0,DIAMOND,0.13000000000000256,0.0
Vayne,49.69,0.23,49.97,6.52,13.17,-2.0,bottom lane,46747.0,DIAMOND,-0.28000000000000114,-7.142857142857114
Vel'Koz,50.08,0.1,49.97,2.6,1.09,0.0,support lane,18624.0,DIAMOND,0.10999999999999943,0.0
Camille,50.41,-0.52,49.97,3.27,1.03,1.0,top lane,23484.0,DIAMOND,0.4399999999999977,2.2727272727272845
Briar,51.1,1.09,49.97,4.37,7.69,5.0,jungle lane,31343.0,DIAMOND,1.1300000000000026,4.424778761061937
Karthus,49.53,-0.27,49.97,1.63,1.9,-1.0,jungle lane,11675.0,DIAMOND,-0.4399999999999977,-2.2727272727272845
Malphite,51.44,0.48,49.97,6.53,19.32,12.0,top lane,46862.0,DIAMOND,1.4699999999999989,8.163265306122454
Miss Fortune,50.4,0.55,49.97,5.46,0.83,2.0,bottom lane,39145.0,DIAMOND,0.4299999999999997,4.651162790697677
Qiyana,49.91,-1.03,49.97,2.59,2.77,0.0,middle lane,18572.0,DIAMOND,-0.060000000000002274,0.0
Braum,50.91,0.16,49.97,6.3,8.97,7.0,support lane,45227.0,DIAMOND,0.9399999999999977,7.4468085106383155
Zoe,50.2,-0.12,49.97,3.5,6.24,1.0,middle lane,25108.0,DIAMOND,0.23000000000000398,4.347826086956447
Jhin,49.28,0.38,49.97,15.03,1.29,-11.0,bottom lane,107800.0,DIAMOND,-0.6899999999999977,-15.9420289855073
Lillia,51.2,-0.29,49.97,3.41,1.96,4.0,jungle lane,24432.0,DIAMOND,1.230000000000004,3.2520325203251925
LeBlanc,50.07,0.45,49.97,4.04,15.51,0.0,middle lane,28969.0,DIAMOND,0.10000000000000142,0.0
Udyr,50.11,-0.39,49.97,2.11,1.11,0.0,jungle lane,15123.0,DIAMOND,0.14000000000000057,0.0
Bard,49.8,-0.98,49.97,7.66,4.05,-1.0,support lane,54967.0,DIAMOND,-0.1700000000000017,-5.8823529411764115
Poppy,51.75,0.04,49.97,1.53,3.03,3.0,support lane,10999.0,DIAMOND,1.7800000000000011,1.6853932584269653
Draven,48.74,-0.78,49.97,4.56,16.46,-7.0,bottom lane,32737.0,DIAMOND,-1.2299999999999969,-5.69105691056912
Tryndamere,51.03,-0.19,49.97,2.53,1.8,3.0,top lane,18144.0,DIAMOND,1.0600000000000023,2.830188679245277
Nidalee,49.75,0.09,49.97,2.3,1.19,-1.0,jungle lane,16496.0,DIAMOND,-0.21999999999999886,-4.545454545454569
Karma,49.45,-0.36,49.97,11.19,10.03,-6.0,support lane,80277.0,DIAMOND,-0.519999999999996,-11.538461538461627
Viktor,50.18,0.09,49.97,9.43,5.45,2.0,middle lane,67629.0,DIAMOND,0.21000000000000085,9.523809523809485
Ziggs,51.96,-0.05,49.97,1.58,0.47,3.0,bottom lane,11346.0,DIAMOND,1.990000000000002,1.5075376884422096
Pantheon,48.85,0.71,49.97,2.59,1.52,-3.0,support lane,18547.0,DIAMOND,-1.1199999999999974,-2.6785714285714346
Kog'Maw,50.89,-0.49,49.97,1.49,0.39,1.0,bottom lane,10715.0,DIAMOND,0.9200000000000017,1.0869565217391284
Evelynn,50.71,-0.06,49.97,2.14,2.4,2.0,jungle lane,15359.0,DIAMOND,0.740000000000002,2.7027027027026955
Fizz,51.25,0.53,49.97,3.95,4.47,5.0,middle lane,28349.0,DIAMOND,1.2800000000000011,3.9062499999999964
Nautilus,49.03,-0.14,49.97,9.32,13.85,-10.0,support lane,66852.0,DIAMOND,-0.9399999999999977,-10.638297872340452
Nilah,51.83,-0.26,49.97,1.3,2.52,2.0,bottom lane,9350.0,DIAMOND,1.8599999999999994,1.0752688172043015
Taric,51.54,0.08,49.97,1.12,0.16,2.0,support lane,8041.0,DIAMOND,1.5700000000000003,1.273885350318471
Ezreal,47.6,0.09,49.97,19.93,11.68,-53.0,bottom lane,142994.0,DIAMOND,-2.3699999999999974,-22.36286919831226
Xin Zhao,49.74,0.24,49.97,8.15,6.87,-2.0,jungle lane,58494.0,DIAMOND,-0.22999999999999687,-8.695652173913162
Lulu,49.18,-0.13,49.97,10.66,9.99,-9.0,support lane,76490.0,DIAMOND,-0.7899999999999991,-11.392405063291152
Quinn,51.95,0.83,49.97,1.05,0.69,2.0,top lane,7521.0,DIAMOND,1.980000000000004,1.0101010101010082
Teemo,51.72,0.6,49.97,4.41,4.41,8.0,top lane,31640.0,DIAMOND,1.75,4.571428571428571
Caitlyn,49.16,0.56,49.97,13.4,23.46,-14.0,bottom lane,96157.0,DIAMOND,-0.8100000000000023,-17.283950617283903
Skarner,49.83,-0.51,49.97,1.0,0.21,0.0,jungle lane,7144.0,DIAMOND,-0.14000000000000057,0.0
Lux,49.35,0.99,49.97,4.55,2.38,-3.0,support lane,32607.0,DIAMOND,-0.6199999999999974,-4.8387096774193745
Tristana,50.2,-0.51,49.97,3.24,1.03,1.0,bottom lane,23250.0,DIAMOND,0.23000000000000398,4.347826086956447
Zyra,49.56,0.77,49.97,2.42,2.17,-1.0,support lane,17327.0,DIAMOND,-0.4099999999999966,-2.439024390243923
Ekko,49.11,-0.35,49.97,3.76,2.02,-3.0,jungle lane,26994.0,DIAMOND,-0.8599999999999994,-3.488372093023258
Gwen,50.36,-0.68,49.97,2.34,3.47,1.0,top lane,16803.0,DIAMOND,0.39000000000000057,2.5641025641025603
Rammus,51.76,0.46,49.97,1.39,2.79,3.0,jungle lane,9989.0,DIAMOND,1.7899999999999991,1.6759776536312858
Kled,50.69,-0.39,49.97,1.66,0.71,1.0,top lane,11873.0,DIAMOND,0.7199999999999989,1.388888888888891
Xayah,50.37,0.26,49.97,3.23,0.6,1.0,bottom lane,23163.0,DIAMOND,0.3999999999999986,2.500000000000009
Twitch,49.7,-0.4,49.97,4.41,6.04,-1.0,bottom lane,31661.0,DIAMOND,-0.269999999999996,-3.7037037037037583
Kha'Zix,49.49,-0.24,49.97,5.83,4.33,-3.0,jungle lane,41814.0,DIAMOND,-0.4799999999999969,-6.250000000000041
Annie,50.83,-0.09,49.97,3.02,0.76,3.0,middle lane,21665.0,DIAMOND,0.8599999999999994,3.488372093023258
Mordekaiser,50.36,0.35,49.97,5.1,6.16,2.0,top lane,36552.0,DIAMOND,0.39000000000000057,5.128205128205121
Yunara,47.29,-0.4,49.97,6.25,2.11,-17.0,bottom lane,44847.0,DIAMOND,-2.6799999999999997,-6.343283582089553
Maokai,50.46,0.17,49.97,1.56,0.15,1.0,support lane,11226.0,DIAMOND,0.490000000000002,2.040816326530604
Akshan,49.92,-0.92,49.97,3.08,3.56,0.0,middle lane,22101.0,DIAMOND,-0.04999999999999716,0.0
Viego,49.31,0.15,49.97,9.36,8.05,-7.0,jungle lane,67113.0,DIAMOND,-0.6599999999999966,-10.60606060606066
Aphelios,49.0,-0.06,49.97,4.6,2.13,-5.0,bottom lane,33015.0,DIAMOND,-0.9699999999999989,-5.154639175257738
Jax,49.69,0.07,49.97,5.28,13.38,-2.0,top lane,37884.0,DIAMOND,-0.28000000000000114,-7.142857142857114
Morgana,50.27,1.34,49.97,3.35,13.07,1.0,support lane,24028.0,DIAMOND,0.30000000000000426,3.333333333333286
Akali,49.46,0.3,49.97,6.42,19.25,-4.0,middle lane,46063.0,DIAMOND,-0.509999999999998,-7.8431372549019915
Kai'Sa,47.86,0.33,49.97,14.65,2.41,-32.0,bottom lane,105097.0,DIAMOND,-2.1099999999999994,-15.165876777251189
Sivir,48.89,0.07,49.97,3.91,2.76,-4.0,bottom lane,28035.0,DIAMOND,-1.0799999999999983,-3.7037037037037095
Ambessa,46.23,-0.67,49.97,3.84,13.64,-17.0,jungle lane,27568.0,DIAMOND,-3.740000000000002,-4.545454545454543
Varus,48.04,-0.12,49.97,4.0,4.12,-8.0,bottom lane,28718.0,DIAMOND,-1.9299999999999997,-4.145077720207254
Corki,46.85,-1.96,49.97,2.33,0.56,-7.0,bottom lane,16725.0,DIAMOND,-3.1199999999999974,-2.2435897435897454
Vi,50.16,0.75,49.97,5.05,1.38,1.0,jungle lane,36212.0,DIAMOND,0.18999999999999773,5.263157894736905
Ornn,50.57,-0.44,49.97,5.07,0.77,3.0,top lane,36382.0,DIAMOND,0.6000000000000014,4.9999999999999885
Urgot,50.68,-0.45,49.97,2.42,0.72,2.0,top lane,17351.0,DIAMOND,0.7100000000000009,2.816901408450701
Zeri,47.06,-0.66,49.97,2.87,0.34,-8.0,bottom lane,20578.0,DIAMOND,-2.9099999999999966,-2.7491408934707935
Vex,51.13,-0.18,49.97,2.37,3.09,3.0,middle lane,17021.0,DIAMOND,1.1600000000000037,2.5862068965517158
Rengar,49.18,-0.58,49.97,4.49,11.22,-4.0,jungle lane,32225.0,DIAMOND,-0.7899999999999991,-5.063291139240512
Darius,49.67,0.05,49.97,6.08,13.03,-2.0,top lane,43583.0,DIAMOND,-0.29999999999999716,-6.66666666666673
Kalista,46.76,-1.23,49.97,1.3,0.25,-4.0,bottom lane,9350.0,DIAMOND,-3.210000000000001,-1.246105919003115
Rakan,49.34,-0.82,49.97,3.23,0.3,-2.0,support lane,23201.0,DIAMOND,-0.6299999999999955,-3.1746031746031975
Sylas,49.4,-0.26,49.97,6.54,11.98,-4.0,middle lane,46885.0,DIAMOND,-0.5700000000000003,-7.017543859649119
Tahm Kench,50.05,0.47,49.97,1.94,1.52,0.0,support lane,13895.0,DIAMOND,0.0799999999999983,0.0
Sett,50.39,0.51,49.97,4.39,2.11,2.0,top lane,31465.0,DIAMOND,0.4200000000000017,4.761904761904742
Hecarim,48.52,-1.0,49.97,4.19,4.14,-6.0,jungle lane,30029.0,DIAMOND,-1.4499999999999957,-4.13793103448277
Yasuo,48.56,0.12,49.97,7.05,17.5,-12.0,middle lane,50608.0,DIAMOND,-1.4099999999999966,-8.510638297872362
Fiora,49.77,-0.47,49.97,3.53,6.13,-1.0,top lane,25320.0,DIAMOND,-0.19999999999999574,-5.000000000000107
Veigar,50.39,0.87,49.97,3.02,0.9,1.0,middle lane,21631.0,DIAMOND,0.4200000000000017,2.380952380952371
Zac,49.89,0.1,49.97,2.55,1.19,0.0,jungle lane,18298.0,DIAMOND,-0.0799999999999983,0.0
Alistar,49.24,-0.45,49.97,3.72,1.6,-3.0,support lane,26714.0,DIAMOND,-0.7299999999999969,-4.109589041095908
Aatrox,49.42,-0.11,49.97,6.54,8.84,-4.0,top lane,46890.0,DIAMOND,-0.5499999999999972,-7.272727272727311
Elise,49.38,0.21,49.97,2.39,2.02,-1.0,jungle lane,17110.0,DIAMOND,-0.5899999999999963,-1.6949152542372987
Jayce,48.49,-0.15,49.97,5.15,6.18,-8.0,top lane,36960.0,DIAMOND,-1.4799999999999969,-5.405405405405417
Jarvan IV,49.19,-0.26,49.97,8.02,1.95,-6.0,jungle lane,57530.0,DIAMOND,-0.7800000000000011,-7.692307692307681
Neeko,48.47,-0.22,49.97,1.92,1.17,-3.0,support lane,13803.0,DIAMOND,-1.5,-2.0
Orianna,47.97,0.16,49.97,4.08,1.13,-8.0,middle lane,29288.0,DIAMOND,-2.0,-4.0
Nasus,50.12,0.59,49.97,2.73,3.55,0.0,top lane,19562.0,DIAMOND,0.14999999999999858,0.0
Nunu & Willump,49.65,-0.6,49.97,2.1,0.6,-1.0,jungle lane,15066.0,DIAMOND,-0.3200000000000003,-3.1249999999999973
Cho'Gath,50.4,-0.34,49.97,2.18,0.56,1.0,top lane,15615.0,DIAMOND,0.4299999999999997,2.3255813953488387
Swain,47.98,1.17,49.97,2.03,1.88,-4.0,support lane,14552.0,DIAMOND,-1.990000000000002,-2.0100502512562795
Taliyah,48.61,-0.81,49.97,1.76,0.47,-2.0,middle lane,12599.0,DIAMOND,-1.3599999999999994,-1.4705882352941182
Trundle,51.28,1.69,49.97,0.91,0.23,1.0,top lane,6546.0,DIAMOND,1.3100000000000023,0.7633587786259529
Aurora,49.11,-0.39,49.97,3.65,2.58,-3.0,middle lane,26220.0,DIAMOND,-0.8599999999999994,-3.488372093023258
Amumu,49.99,1.28,49.97,1.56,0.82,0.0,jungle lane,11162.0,DIAMOND,0.020000000000003126,0.0
Cassiopeia,49.05,-0.27,49.97,1.25,1.3,-1.0,middle lane,8936.0,DIAMOND,-0.9200000000000017,-1.0869565217391284
Heimerdinger,50.57,-0.38,49.97,0.89,1.13,1.0,top lane,6367.0,DIAMOND,0.6000000000000014,1.6666666666666627
Rumble,48.91,-0.2,49.97,2.81,1.81,-3.0,top lane,20130.0,DIAMOND,-1.0600000000000023,-2.830188679245277
